Identifiant;Statut;Motif du refus;Domaine;Activité;Commune;Rue;Type d'ouvrage;Code ouvrage;Num. DI;Ordre de travail;Programme;Créé le;Entreprise;Date Intervention;Intervenant;Observation;Durée Intervention;obs_clean;remplacement_fusible;remplacement_ampoule;remplacement_driver;remplacement_boite_derivation;remplacement_driver_et_connexions;pose_lanterne_provisoire;separation_phases_cablage;plateau_led_hs;reenclenchement_disjoncteur;reprise_raccordement;refection_connexions;resume_ia
44905195;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;RUE EMILE ZOLA;Luminaire;E2149_1;;466.0;;09/09/2025;CITEOS QUIMPER;2025-09-09;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905193;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;RUE LEO LAGRANGE;Luminaire;E2117_1;;466.0;;09/09/2025;CITEOS QUIMPER;2025-09-09;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905191;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;RUE LEO LAGRANGE;Luminaire;E2116_1;;466.0;;09/09/2025;CITEOS QUIMPER;2025-09-09;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905189;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;RUE LEO LAGRANGE;Luminaire;E2111_1;;466.0;;09/09/2025;CITEOS QUIMPER;2025-09-09;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905187;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;ROUTE DE BENODET;Luminaire;E2347_1;;466.0;;09/09/2025;CITEOS QUIMPER;2025-09-09;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905185;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;BOULEVARD LOUIS LE GUENNEC;Luminaire;E2719_1;;466.0;;09/09/2025;CITEOS QUIMPER;2025-09-09;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905183;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;BOULEVARD LOUIS LE GUENNEC;Luminaire;E2718_1;;466.0;;09/09/2025;CITEOS QUIMPER;2025-09-09;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905181;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;BOULEVARD LOUIS LE GUENNEC;Luminaire;E2721_2;;466.0;;09/09/2025;CITEOS QUIMPER;2025-09-09;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905179;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;BOULEVARD LOUIS LE GUENNEC;Luminaire;E2721_1;;466.0;;09/09/2025;CITEOS QUIMPER;2025-09-09;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905177;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;BOULEVARD LOUIS LE GUENNEC;Luminaire;E2723_1;;466.0;;09/09/2025;CITEOS QUIMPER;2025-09-09;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905175;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;BOULEVARD DE CREAC'H GWEN;Luminaire;E2274_1;;466.0;;09/09/2025;CITEOS QUIMPER;2025-09-09;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905173;A valider;;Eclairage public;Curatif Point Lumineux;QUIMPER;RUE LEBON;Luminaire;K1296_1;;;;09/09/2025;CITEOS QUIMPER;2025-09-08;CITEOS_EQUIPE 1;Câble d alimentation de panneau publicitaire  arraché. Déconnection de ce dernier dans le boîtier classe sur PBA .;1:00;câble d alimentation de panneau publicitaire  arraché. déconnection de ce dernier dans le boîtier classe sur pba .;non;non;non;non;non;non;oui;non;non;non;non;separation phases cablage
44905171;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;QUAI NEUF;Luminaire;C1064_1;;466.0;;08/09/2025;CITEOS QUIMPER;2025-09-08;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905169;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;QUAI NEUF;Luminaire;C1066_1;;466.0;;08/09/2025;CITEOS QUIMPER;2025-09-08;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905167;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;ALLEES DE LOCMARIA;Luminaire;C429_1;;466.0;;08/09/2025;CITEOS QUIMPER;2025-09-08;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905165;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;ALLEES DE LOCMARIA;Luminaire;C434_1;;466.0;;08/09/2025;CITEOS QUIMPER;2025-09-08;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905163;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;ALLEES DE LOCMARIA;Luminaire;C433_1;;466.0;;08/09/2025;CITEOS QUIMPER;2025-09-08;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905161;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;RUE JEAN JAURES;Luminaire;C1204_1;;466.0;;08/09/2025;CITEOS QUIMPER;2025-09-08;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905159;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;BOULEVARD AMIRAL DE KERGUELEN;Luminaire;C525_1;;466.0;;08/09/2025;CITEOS QUIMPER;2025-09-08;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905157;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;RUE VERDELET;Luminaire;C714_1;;466.0;;08/09/2025;CITEOS QUIMPER;2025-09-08;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905155;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;RUE TOUL AL LAER;Luminaire;C1344;;466.0;;08/09/2025;CITEOS QUIMPER;2025-09-08;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905153;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;RUE DE KERGARIOU;Luminaire;C898_1;;466.0;;08/09/2025;CITEOS QUIMPER;2025-09-08;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905151;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;RUE JEANNE D'ARC;Luminaire;C1178_1;;466.0;;08/09/2025;CITEOS QUIMPER;2025-09-08;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905149;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;RUE JEANNE D'ARC;Luminaire;C775_1;;466.0;;08/09/2025;CITEOS QUIMPER;2025-09-08;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905147;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;RUE ETIENNE GOURMELEN;Luminaire;C664_1;;466.0;;08/09/2025;CITEOS QUIMPER;2025-09-08;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905145;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;RUE ARISTIDE BRIAND;Luminaire;C1172_1;;466.0;;08/09/2025;CITEOS QUIMPER;2025-09-08;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905143;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;RUE JEAN-PIERRE CALLOC'H;Luminaire;C1242_1;;466.0;;08/09/2025;CITEOS QUIMPER;2025-09-08;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905141;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;CHEMIN DE KERVIR;Luminaire;E1878_1;;466.0;;08/09/2025;CITEOS QUIMPER;2025-09-08;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905139;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;RUE DE LA TOUR D'AUVERGNE;Luminaire;E2647_2;;466.0;;08/09/2025;CITEOS QUIMPER;2025-09-08;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905137;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;RUE AMPERE;Luminaire;E3245_1;;466.0;;08/09/2025;CITEOS QUIMPER;2025-09-08;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905135;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;RUE DE LA TOUR D'AUVERGNE;Luminaire;E1801_1;;466.0;;08/09/2025;CITEOS QUIMPER;2025-09-08;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905133;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;ROND POINT D' ERGUE-ARMEL;Luminaire;E3298_2;;466.0;;08/09/2025;CITEOS QUIMPER;2025-09-08;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905131;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;ROND POINT D' ERGUE-ARMEL;Luminaire;E3294;;466.0;;08/09/2025;CITEOS QUIMPER;2025-09-08;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905129;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;ALLEE DE LA FEE VIVIANE;Luminaire;E983_1;;466.0;;08/09/2025;CITEOS QUIMPER;2025-09-08;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905127;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;ROUTE DU PETIT GUELEN;Luminaire;E3566;;465.0;;08/09/2025;CITEOS QUIMPER;2025-09-08;CITEOS_EQUIPE 1;Luminaires leds;;luminaires leds;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905125;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;ROUTE DU PETIT GUELEN;Luminaire;E3565;;465.0;;08/09/2025;CITEOS QUIMPER;2025-09-08;CITEOS_EQUIPE 1;Luminaires leds;;luminaires leds;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905123;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;ROUTE DU PETIT GUELEN;Luminaire;E3564;;465.0;;08/09/2025;CITEOS QUIMPER;2025-09-08;CITEOS_EQUIPE 1;Luminaires leds;;luminaires leds;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905121;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;ROUTE DU PETIT GUELEN;Luminaire;E3563;;465.0;;08/09/2025;CITEOS QUIMPER;2025-09-08;CITEOS_EQUIPE 1;Luminaires leds;;luminaires leds;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905119;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;ROUTE DU PETIT GUELEN;Luminaire;E3562;;465.0;;08/09/2025;CITEOS QUIMPER;2025-09-08;CITEOS_EQUIPE 1;Luminaires leds;;luminaires leds;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905117;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;ROUTE DU PETIT GUELEN;Luminaire;E3561;;465.0;;08/09/2025;CITEOS QUIMPER;2025-09-08;CITEOS_EQUIPE 1;Luminaires leds;;luminaires leds;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905115;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;ROUTE DU PETIT GUELEN;Luminaire;E3555;;465.0;;08/09/2025;CITEOS QUIMPER;2025-09-08;CITEOS_EQUIPE 1;Luminaires leds;;luminaires leds;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905113;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;ROUTE DU PETIT GUELEN;Luminaire;E3567;;465.0;;08/09/2025;CITEOS QUIMPER;2025-09-08;CITEOS_EQUIPE 1;Luminaires leds;;luminaires leds;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905111;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;ROUTE DU PETIT GUELEN;Luminaire;E3557;;465.0;;08/09/2025;CITEOS QUIMPER;2025-09-08;CITEOS_EQUIPE 1;Luminaires leds;;luminaires leds;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905109;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;ROUTE DU PETIT GUELEN;Luminaire;E3552;;465.0;;08/09/2025;CITEOS QUIMPER;2025-09-08;CITEOS_EQUIPE 1;Luminaires leds;;luminaires leds;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905107;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;ROUTE DU PETIT GUELEN;Luminaire;E3551;;465.0;;08/09/2025;CITEOS QUIMPER;2025-09-08;CITEOS_EQUIPE 1;Luminaires leds;;luminaires leds;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905105;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;ROUTE DU PETIT GUELEN;Luminaire;E3550;;465.0;;08/09/2025;CITEOS QUIMPER;2025-09-08;CITEOS_EQUIPE 1;Luminaires leds;;luminaires leds;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905103;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;ROUTE DU PETIT GUELEN;Luminaire;E3549;;465.0;;08/09/2025;CITEOS QUIMPER;2025-09-08;CITEOS_EQUIPE 1;Luminaires leds;;luminaires leds;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905101;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;ROUTE DU PETIT GUELEN;Luminaire;E3554;;465.0;;08/09/2025;CITEOS QUIMPER;2025-09-08;CITEOS_EQUIPE 1;Luminaires leds;;luminaires leds;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905099;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;ROUTE DU PETIT GUELEN;Luminaire;E3553;;465.0;;08/09/2025;CITEOS QUIMPER;2025-09-08;CITEOS_EQUIPE 1;Luminaires leds;;luminaires leds;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905097;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;ROUTE DU PETIT GUELEN;Luminaire;E3568;;465.0;;08/09/2025;CITEOS QUIMPER;2025-09-08;CITEOS_EQUIPE 1;Luminaires leds;;luminaires leds;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905095;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;ROUTE DU PETIT GUELEN;Luminaire;E3560;;465.0;;08/09/2025;CITEOS QUIMPER;2025-09-08;CITEOS_EQUIPE 1;Luminaires leds;;luminaires leds;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905093;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;ROUTE DU PETIT GUELEN;Luminaire;E3559;;465.0;;08/09/2025;CITEOS QUIMPER;2025-09-08;CITEOS_EQUIPE 1;Luminaires leds;;luminaires leds;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905091;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;ROUTE DU PETIT GUELEN;Luminaire;E3558;;465.0;;08/09/2025;CITEOS QUIMPER;2025-09-08;CITEOS_EQUIPE 1;Luminaires leds;;luminaires leds;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905089;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;ROUTE DU PETIT GUELEN;Luminaire;E3556;;465.0;;08/09/2025;CITEOS QUIMPER;2025-09-08;CITEOS_EQUIPE 1;Luminaires leds;;luminaires leds;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905087;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;ROUTE DU PETIT GUELEN;Luminaire;E3548;;465.0;;08/09/2025;CITEOS QUIMPER;2025-09-08;CITEOS_EQUIPE 1;Luminaires leds.;;luminaires leds.;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905085;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;ROUTE DU PETIT GUELEN;Luminaire;E3547;;465.0;;08/09/2025;CITEOS QUIMPER;2025-09-08;CITEOS_EQUIPE 1;Luminaires leds.;;luminaires leds.;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905083;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;ROUTE DU PETIT GUELEN;Luminaire;E3546;;465.0;;08/09/2025;CITEOS QUIMPER;2025-09-08;CITEOS_EQUIPE 1;Luminaires leds.;;luminaires leds.;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905081;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;ROUTE DU PETIT GUELEN;Luminaire;E3545;;465.0;;08/09/2025;CITEOS QUIMPER;2025-09-08;CITEOS_EQUIPE 1;Luminaires leds.;;luminaires leds.;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905079;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;ROUTE DU PETIT GUELEN;Luminaire;E3544;;465.0;;08/09/2025;CITEOS QUIMPER;2025-09-08;CITEOS_EQUIPE 1;Luminaires leds.;;luminaires leds.;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905077;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;ROUTE DU PETIT GUELEN;Luminaire;E3535;;465.0;;08/09/2025;CITEOS QUIMPER;2025-09-08;CITEOS_EQUIPE 1;Luminaires leds.;;luminaires leds.;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905075;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;ROUTE DU PETIT GUELEN;Luminaire;E3534;;465.0;;08/09/2025;CITEOS QUIMPER;2025-09-08;CITEOS_EQUIPE 1;Luminaires leds.;;luminaires leds.;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905073;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;ROUTE DU PETIT GUELEN;Luminaire;E3533;;465.0;;08/09/2025;CITEOS QUIMPER;2025-09-08;CITEOS_EQUIPE 1;Luminaires leds.;;luminaires leds.;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905071;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;ROUTE DU PETIT GUELEN;Luminaire;E3532;;465.0;;08/09/2025;CITEOS QUIMPER;2025-09-08;CITEOS_EQUIPE 1;Luminaires leds.;;luminaires leds.;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905069;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;ROUTE DU PETIT GUELEN;Luminaire;E3531;;465.0;;08/09/2025;CITEOS QUIMPER;2025-09-08;CITEOS_EQUIPE 1;Luminaires leds;;luminaires leds;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905067;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;ROUTE DU PETIT GUELEN;Luminaire;E3530;;465.0;;08/09/2025;CITEOS QUIMPER;2025-09-08;CITEOS_EQUIPE 1;Luminaires leds;;luminaires leds;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905065;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;ROUTE DU PETIT GUELEN;Luminaire;E3529;;465.0;;08/09/2025;CITEOS QUIMPER;2025-09-08;CITEOS_EQUIPE 1;Luminaires leds;;luminaires leds;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905063;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;ROUTE DU PETIT GUELEN;Luminaire;E3528;;465.0;;08/09/2025;CITEOS QUIMPER;2025-09-08;CITEOS_EQUIPE 1;Luminaires leds;;luminaires leds;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905061;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;ROUTE DU PETIT GUELEN;Luminaire;E3527;;465.0;;08/09/2025;CITEOS QUIMPER;2025-09-08;CITEOS_EQUIPE 1;Luminaires leds;;luminaires leds;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905059;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;ROUTE DU PETIT GUELEN;Luminaire;E3526;;465.0;;08/09/2025;CITEOS QUIMPER;2025-09-08;CITEOS_EQUIPE 1;Luminaires leds;;luminaires leds;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905057;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;ROUTE DU PETIT GUELEN;Luminaire;E3525;;465.0;;08/09/2025;CITEOS QUIMPER;2025-09-08;CITEOS_EQUIPE 1;Luminaires leds;;luminaires leds;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905055;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE SAINTE ANNE DE GUELEN;Luminaire;E3116_1;;465.0;;08/09/2025;CITEOS QUIMPER;2025-09-08;CITEOS_EQUIPE 1;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905053;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE SAINTE ANNE DE GUELEN;Luminaire;E3113_1;;465.0;;08/09/2025;CITEOS QUIMPER;2025-09-08;CITEOS_EQUIPE 1;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905051;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE SAINTE ANNE DE GUELEN;Luminaire;E3112_1;;465.0;;08/09/2025;CITEOS QUIMPER;2025-09-08;CITEOS_EQUIPE 1;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905049;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE SAINTE ANNE DE GUELEN;Luminaire;E3111_1;;465.0;;08/09/2025;CITEOS QUIMPER;2025-09-08;CITEOS_EQUIPE 1;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905047;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE SAINTE ANNE DE GUELEN;Luminaire;E3198_1;;465.0;;08/09/2025;CITEOS QUIMPER;2025-09-08;CITEOS_EQUIPE 1;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905045;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE SAINTE ANNE DE GUELEN;Luminaire;E3115_1;;465.0;;08/09/2025;CITEOS QUIMPER;2025-09-08;CITEOS_EQUIPE 1;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905043;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE SAINTE ANNE DE GUELEN;Luminaire;E3114_1;;465.0;;08/09/2025;CITEOS QUIMPER;2025-09-08;CITEOS_EQUIPE 1;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905041;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE SAINTE ANNE DE GUELEN;Luminaire;E3201_1;;465.0;;08/09/2025;CITEOS QUIMPER;2025-09-08;CITEOS_EQUIPE 1;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905039;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE SAINTE ANNE DE GUELEN;Luminaire;E3200_1;;465.0;;08/09/2025;CITEOS QUIMPER;2025-09-08;CITEOS_EQUIPE 1;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905037;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE SAINTE ANNE DE GUELEN;Luminaire;E3199_1;;465.0;;08/09/2025;CITEOS QUIMPER;2025-09-08;CITEOS_EQUIPE 1;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905035;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE LOUIS LE BOURHIS;Luminaire;E3226_1;;465.0;;08/09/2025;CITEOS QUIMPER;2025-09-08;CITEOS_EQUIPE 1;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905033;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE LOUIS LE BOURHIS;Luminaire;E3225_1;;465.0;;08/09/2025;CITEOS QUIMPER;2025-09-08;CITEOS_EQUIPE 1;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
